Pollutant,Site,Hour,NIsize,simTr,N,RMSE,MAE,MAPE,IA
PM10,Warsaw,1,50,0.016000,5,8.08589,6.03387,24.1948,0.92089
PM10,Warsaw,1,50,0.016000,10,7.53327,5.83306,23.2613,0.931558
PM10,Warsaw,1,50,0.016000,15,7.83926,5.79352,22.6652,0.923509
PM10,Warsaw,1,50,0.016000,20,7.34965,5.53886,21.8854,0.932802
PM10,Warsaw,1,50,0.016000,25,7.64203,5.761,22.8719,0.928385
PM10,Warsaw,1,50,0.016000,30,7.87251,5.95434,23.1678,0.924467
PM10,Warsaw,1,50,0.016000,35,7.78422,5.92751,23.1738,0.924831
PM10,Warsaw,1,50,0.016000,40,7.70195,5.7945,22.7349,0.92648
PM10,Warsaw,1,50,0.016000,50,7.72732,5.84459,23.0795,0.925572
PM10,Warsaw,1,50,0.016000,60,7.65129,5.76471,22.6285,0.926294
PM10,Warsaw,1,50,0.016000,100,7.765,5.913,23.0971,0.925383
PM10,Warsaw,1,50,0.016000,120,7.66001,5.78939,22.7484,0.926296
PM10,Warsaw,1,50,0.017000,1,9.49186,7.10956,27.1091,0.900608
PM10,Warsaw,1,50,0.017000,5,7.46748,5.47847,22.4645,0.92806
PM10,Warsaw,1,50,0.017000,10,8.08988,6.12638,23.7825,0.92259
PM10,Warsaw,1,50,0.017000,15,7.96138,6.04653,23.5411,0.923189
PM10,Warsaw,1,50,0.017000,20,7.56316,5.6623,22.2491,0.926977
PM10,Warsaw,1,50,0.017000,25,7.47813,5.61786,22.1421,0.930823
PM10,Warsaw,1,50,0.017000,30,7.85257,5.97978,23.1703,0.924298
PM10,Warsaw,1,50,0.017000,35,7.70727,5.89107,23.06,0.927795
PM10,Warsaw,1,50,0.017000,40,7.63531,5.78073,22.5993,0.927391
PM10,Warsaw,1,50,0.017000,50,7.63928,5.69585,22.4594,0.928318
PM10,Warsaw,1,50,0.017000,60,7.88506,5.98351,23.1342,0.924149
PM10,Warsaw,1,50,0.017000,100,7.58828,5.75187,22.5346,0.929072
PM10,Warsaw,1,50,0.017000,120,7.69865,5.86188,22.8684,0.927488
PM10,Warsaw,1,50,0.018000,1,9.60337,7.1321,27.1296,0.895892
PM10,Warsaw,1,50,0.018000,5,7.55011,5.62445,22.2308,0.929234
PM10,Warsaw,1,50,0.018000,10,7.52803,5.78849,22.9381,0.931001
PM10,Warsaw,1,50,0.018000,15,7.53185,5.65576,22.3693,0.930734
PM10,Warsaw,1,50,0.018000,20,7.64445,5.80074,22.4284,0.927788
PM10,Warsaw,1,50,0.018000,25,7.5598,5.78136,22.7078,0.929746
PM10,Warsaw,1,50,0.018000,30,7.76471,5.88211,22.6667,0.924605
PM10,Warsaw,1,50,0.018000,35,8.03394,6.11783,23.2776,0.923064
PM10,Warsaw,1,50,0.018000,40,7.71462,5.90917,22.7723,0.926398
PM10,Warsaw,1,50,0.018000,50,7.78314,5.93809,22.9068,0.926396
PM10,Warsaw,1,50,0.018000,60,7.74785,5.92056,22.8285,0.926999
PM10,Warsaw,1,50,0.018000,100,7.63513,5.82586,22.5831,0.928344
PM10,Warsaw,1,50,0.018000,120,7.69016,5.81705,22.4984,0.927384
PM10,Warsaw,1,50,0.019000,1,9.41421,7.03508,26.23,0.899477
PM10,Warsaw,1,50,0.019000,5,8.91943,6.68663,24.961,0.90762
PM10,Warsaw,1,50,0.019000,10,7.57137,5.75058,22.2724,0.929026
PM10,Warsaw,1,50,0.019000,15,8.5249,6.46608,24.4551,0.913013
PM10,Warsaw,1,50,0.019000,20,7.94505,5.98086,23.0084,0.920418
PM10,Warsaw,1,50,0.019000,25,8.0418,6.0391,23.1534,0.920657
PM10,Warsaw,1,50,0.019000,30,7.87604,6.00217,22.8851,0.925045
PM10,Warsaw,1,50,0.019000,35,7.69624,5.79755,22.3371,0.927233
PM10,Warsaw,1,50,0.019000,40,7.93625,6.05568,23.1361,0.924973
PM10,Warsaw,1,50,0.019000,50,7.82208,5.97742,22.931,0.926237
PM10,Warsaw,1,50,0.019000,60,7.66909,5.82093,22.4726,0.928175
PM10,Warsaw,1,50,0.019000,100,7.84016,5.99646,22.9422,0.925295
PM10,Warsaw,1,50,0.019000,120,7.77854,5.94207,22.7758,0.926485
PM10,Warsaw,1,50,0.020000,1,9.39824,6.96594,26.343,0.900279
PM10,Warsaw,1,50,0.020000,5,8.46221,6.44101,24.5493,0.91184
PM10,Warsaw,1,50,0.020000,10,7.91267,5.93516,22.5943,0.926264
PM10,Warsaw,1,50,0.020000,15,7.8006,5.86326,22.7445,0.926468
PM10,Warsaw,1,50,0.020000,20,7.33118,5.59274,22.0898,0.933724
PM10,Warsaw,1,50,0.020000,25,7.86707,5.98381,23.2406,0.923284
PM10,Warsaw,1,50,0.020000,30,7.57952,5.75483,22.1341,0.929729
PM10,Warsaw,1,50,0.020000,35,7.80592,5.92415,22.6515,0.925609
PM10,Warsaw,1,50,0.020000,40,8.00319,6.05435,23.1305,0.922397
PM10,Warsaw,1,50,0.020000,50,8.01551,6.11956,23.4594,0.921841
PM10,Warsaw,1,50,0.020000,60,7.88638,6.03411,23.1517,0.92461
PM10,Warsaw,1,50,0.020000,100,7.66628,5.87898,22.6796,0.927593
PM10,Warsaw,1,50,0.020000,120,7.90017,6.03635,23.0892,0.92425
PM10,Warsaw,1,50,0.021000,1,9.39824,6.96594,26.343,0.900279
PM10,Warsaw,1,50,0.021000,5,7.94736,6.05949,23.2406,0.925304
PM10,Warsaw,1,50,0.021000,10,7.97211,5.9394,22.6662,0.922484
PM10,Warsaw,1,50,0.021000,15,7.45766,5.57604,21.9179,0.930903
PM10,Warsaw,1,50,0.021000,20,7.71788,5.86242,22.6427,0.92704
PM10,Warsaw,1,50,0.021000,25,8.1266,6.19437,23.7635,0.920099
PM10,Warsaw,1,50,0.021000,30,7.81254,5.94071,22.71,0.92582
PM10,Warsaw,1,50,0.021000,35,7.67065,5.81117,22.2917,0.927542
PM10,Warsaw,1,50,0.021000,40,7.66872,5.85277,22.4605,0.927071
PM10,Warsaw,1,50,0.021000,50,7.88849,6.03401,23.0073,0.923446
PM10,Warsaw,1,50,0.021000,60,7.87083,6.03182,23.0669,0.924549
PM10,Warsaw,1,50,0.021000,100,7.90107,5.9988,22.9527,0.923752
PM10,Warsaw,1,50,0.021000,120,7.70011,5.86326,22.5878,0.927658
PM10,Warsaw,1,50,0.022000,1,9.88988,7.44113,27.6345,0.893882
PM10,Warsaw,1,50,0.022000,5,8.41125,6.3504,24.1613,0.917131
PM10,Warsaw,1,50,0.022000,10,8.78637,6.64915,25.4254,0.911767
PM10,Warsaw,1,50,0.022000,15,8.20015,6.21709,23.7223,0.919902
PM10,Warsaw,1,50,0.022000,20,8.4242,6.477,24.7441,0.916601
PM10,Warsaw,1,50,0.022000,25,8.1356,6.18437,23.7899,0.920304
PM10,Warsaw,1,50,0.022000,30,8.57774,6.52068,24.653,0.912014
PM10,Warsaw,1,50,0.022000,35,8.41815,6.38375,24.1917,0.915678
